Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Suami-Suami Takut Istri;2007;13+; Comedy            ;;5,8;6;Sofyan De Surza;Aty Fathiyah;Otis Pamutih;Epy Kusnandar;Ki Daus
Louse;2020;13+; Drama            ;;;;Amir Pohan;Aufa Assagaf;Salvita Decorte;Rio Dewanto;Andrea Hachuel
Lagi-Lagi Ateng;2019;TV-G; Comedy, Family            ;108 min;6,6;25;Monty Tiwa;Augie Fantinus;Soleh Solihun;Julie Estelle;Surya Saputra
Martabak Bangka;2019;13+; Drama            ;105 min;7;6;Eman Pradipta;Aung;Ramon Y. Tungka;Ario Astungkoro;Gabriella Desta
Kelam;2019;13+; Horror            ;75 min;3,4;21;Erwin Arnada;Aura Kasih;Amanda Manopo;Giselle Tambunan;Evan Sanders
Pintu Merah;2019;17+; Horror            ;77 min;7,2;15;Noviandra Santosa;Aura Kasih;Miller Khan;Cornelio Sunny;Monica Oemardi
Arini;2018;17+; Drama            ;79 min;7,3;99;Ismail Basbeth;Aura Kasih;Morgan Oey;Olga Lydia;Haydar Salishz
Like & Share;2022;17+; Drama            ;92 min;;;Gina S. Noer;Aurora Ribero;Jerome Kurnia;Arawinda Kirana;Aulia Sarah
Tentang Rindu;2021;TV-14; Drama, Romance            ;75 min;8,2;13;Dyan Sunu Prastowo;Aurora Ribero;Omar Daniel;N/A;N/A
Bestie;2022;18+; Comedy, Drama, Romance            ;137 min;;;Della Dartyan;Aurra Kharishma;Gege Elisa;Gibran Marten;N/A
Story of Dinda: The Second Chance of Happiness;2021;D17+; Drama, Romance            ;59 min;5,8;58;Ginanti Rona;Aurélie Moeremans;Abimana Aryasatya;Ardhito Pramono;Cantika Abigail
Kupilih Cinta;2022;17+; Drama, Romance            ;50 min;4;22;Rangga Azof;Aurélie Moeremans;Randy Pangalila;Jonas Rivanno;N/A
Gue Kapok Jatuh Cinta;2006;13+; Comedy, Romance            ;110 min;4,5;13;Thomas Nawilis;Awi Suryadi;Oka Antara;Big Dicky;Dude Harlino
Rock N Love;2015;13+; Drama            ;92 min;5,7;7;Hedy Suryawan;Axel Andaviar;Vino G. Bastian;Ganindra Bimo;Tantri Syalindri Ichlasari
Nussa;2019;TV-G; Animation, Short, Adventure            ;4 min;8,6;78;Bony Wirasmono;Aysha Razaana Ocean Fajar;Jessy Milianty;Muzakki Ramdhan;N/A
Sarang Kuntilanak;2008;13+; Horror            ;90 min;3,9;24;Nayato Fio Nuala;Ayu Andhika;Ikbal Azhari;Elena Lubis;Diah Cempaka Sari
Sst... Jadikan Aku Simpanan;2010;13+; Drama            ;;5,1;12;Hanny Saputra;Ayu Azhari;Julia Perez;Melody Septania;Acha Septriasa
Dimsum Martabak;2018;13+; Comedy, Romance            ;98 min;6,1;90;Andreas Sullivan;Ayu Ting Ting;Boy William;Meriam Bellina;Muhadkly Acho
Cowok impian;2007;13+; Comedy, Drama            ;60 min;;;Bejo Sulaktono;Ayudhia Bing Slamet;Lucky Perdana;Indah Indriana;Marcel Chandrawinata
Puisi Cinta yang Membunuh;2022;13+; Horror, Thriller            ;;;;Garin Nugroho;Azhar Kinoi Lubis;Mawar Eva de Jongh;Baskara Mahendra;Samo Rafael
Facebooked;2009;13+; Animation, Short            ;15 min;8,2;7;Siti Nurul Anniza;Aziman Fadhli;Marazuddin Budianto Harahap;Agus Mediarta;Raden Roro Nissa Pressinawangi
Kafan Sundel Bolong;2012;13+; Horror            ;81 min;3,3;24;Yoyok Subagyo;Azis Gagap;Arumy Bachsin;Andreano Philip;Jeffrey Lee
Opera Van Java;2010;13+; Comedy            ;60 min;8,2;46;Zua Satria;Azis Gagap;Olga Syahputra;Komeng;Parto Patrio
Kepergok Pocong;2011;13+; Comedy, Horror            ;78 min;4,3;13;Nayato Fio Nuala;Azis Gagap;Reymond Knuliq;Rozie Mahally;Nadya Almira
Succubus;2012;13+; Short, Drama            ;12 min;;;Tengku Iskhandar;Azizah Assattari;Syafitrnioni Syafri;N/A;N/A
Jokowi Adalah Kita;2014;SU; Biography, Drama            ;80 min;5,9;7;Ronny Mepet;Azmi;Susilo Badar;Clement;Filio
The Tsunami of New Dreams;2015;SU; Documentary            ;70 min;;;Isaac Kerlow;Azmil Afrizal Bashri;Wisda Febriyanti;Netty Muharni;N/A
Wage;2017;SU; Biography, Drama, History            ;125 min;9,1;51;John de Rantau;Azuzan Juan Gontarella;Khoirul Ilyas Aryatmaja;Putri Ayudya;Herman Bennink
Kuntilanak Pecah Ketuban;2018;SU; Short, Horror            ;12 min;;;Alzein Merdeka;Azzam Fi Rullah;Nadiana Anandita;Sigit Pradityo;Fadjar Setyaki
Ramlie Oii Ramlie;2019;SU; Comedy, Drama            ;105 min;7;7;Pajri Andika;Babe Asmawi;Arien Rahayu;Muhammad Rizkie Sahlian;Sri Azizah Wati
Dad's Home;2018;SU; Short, Drama            ;22 min;9,2;8;Jeiji Joned;Badrian Noviansyah;Marsha Bayu Andika Pusung;Rendy Septino;Dela Shalshabila
SKJ: Seleb Kota Jogja;2010;SU; Comedy            ;;6,8;38;Lakonde;Bagus;Fandy Christian;Fandi;Karmela
Starting from A;2011;SU; Short, Drama            ;16 min;8,6;22;B.W. Purba Negara;Bagus Suitrawan;Natasya Putri Sastrosoemarto;N/A;N/A
World Agent;2021;TV-14; Comedy, Drama, Family            ;100 min;6,1;29;Herwin Novianto;Baim Wong;Onadio Leonardo;Clara Bernadeth;Wan Afok
Jejak Cinta;2018;13+; Drama            ;100 min;;;Tarmizi Abka;Baim Wong;Prisia Nasution;Zora Vidyanata;Della Wulan Astreani
Adrenaline;2016;13+; Horror            ;106 min;;;Dwi Ilalang;Balqis Inzalna;Yogie Tan;Swara Andhika Emil;Christina Santika
Memory of My Face;2011;SU; Documentary, Short, Biography            ;21 min;;;Robert Lemelson;Bambang;N/A;N/A;N/A
Kembalilah Dengan Tenang;2018;13+; Short, Drama            ;26 min;8;7;M. Reza Fahriyansyah;Banyu Bening;Siti Fauziah;Very Handayani;Ernanto Kusuma
Istri Bo'ongan;2010;13+; Drama            ;90 min;4;10;Arie Azis;Bari Bintang;Gaston Castano;Fahrani;Jessica Iskandar
Teluh;2022;TV-MA; Drama, Horror, Thriller            ;101 min;5,5;29;Dedy Mercy;Baron Hermanto;Ferdi Ali;Monique Henry;Farahdiba Ferreira
The Globalisation Tapes;2003;13+; Documentary            ;71 min;7,7;70;Anar;Basir;Christine Cynn;Erman;Hayati
Gossip Girl Indonesia;2020;13+; Drama, Romance            ;46 min;6,7;32;Nia Dinata;Baskara Mahendra;Jihane Almira;Rayssa Dynta;Amanda Rawles
Facetrix;2021;13+; Fantasy, Romance            ;12 min;1,9;19;Rebecca Klopper;Bastian Steel;Naufal Samudra Weichert;Oubrey Aulia;N/A
My Clouded Mind;2021;13+; Animation, Short            ;10 min;;;Annisa Adjam;Bayu Arief;Citra Benazir;Sherina Anjani Putri;N/A
Nationalist Paralysis;2018;13+; Short, Action, Drama            ;5 min;;;William Sanjaya;Bayu Putra;Vivian Tania;Dio Winata;N/A
Yowis Band;2018;TV-14; Comedy, Drama, Musical            ;99 min;7,4;3,335;Fajar Nugros;Bayu Skak;Bayu Skak;Cut Meyriska;Brandon Salim
Yowis Ben II;2019;TV-PG; Comedy, Drama            ;109 min;6,9;356;Fajar Nugros;Bayu Skak;Bayu Skak;Joshua Suherman;Brandon Salim
Yowis Ben 3;2021;TV-G; Comedy, Drama            ;113 min;7;177;Fajar Nugros;Bayu Skak;Bayu Skak;Joshua Suherman;Brandon Salim
Yowis Ben Finale;2021;TV-14; Comedy, Drama            ;95 min;7,5;99;Fajar Nugros;Bayu Skak;Bayu Skak;Joshua Suherman;Brandon Salim
Lara Ati;2022;TV-14; Comedy, Drama            ;116 min;8,5;54;Bayu Skak;Bayu Skak;Tatjana Saphira;Sahila Hisyam;Keisya Levronka
Sedeng Sang;2016;13+; Short, Drama            ;20 min;;;M. Reza Fahriyansyah;Be Get;Khairul Adha;Septi Marleni;Mario Tekham
Antares;2022;13+; Action, Drama, Romance            ;30 min;6,6;2,381;Angga Yunanda;Beby Tsabina;Irzan Faiq;Maudy Effrosina;N/A
The Storylines;2020;TV-14; Biography, Drama            ;98 min;6;112;Danial Rifki;Beby Tsabina;Juan Bione Subiantoro;Donny Damara;Cut Mini Theo
Love Knots;2021;13+; Romance            ;;;;Anika Maharani;Beby Tsabina;Rizky Nazar;Brisia Jodie;Vladimir Rama
Eyang Ti;2021;R13+; Drama            ;80 min;8,2;17;Herwin Novianto;Beby Tsabina;Widyawati;Irgi Fahrezi;Widi Dwinanda
Inem Pelayan Seksi New;2019;13+; Comedy            ;;;;Hasto Broto;Bedu;Jelita Callebaut;Zoe Abbas Jackson;Mathias Muchus
Rumah Angker Pondok Indah;2013;17+; Horror            ;77 min;;;Dede Ferdinand;Bella Shofie;Abigail C.;Deyra Dey;Ferly Putra
Hantu Rumah Ampera;2009;13+; Horror            ;87 min;4,6;21;Rudy Soedjarwo;Ben Joshua;Nadila Ernesta;Rahma Landy;Meity Josefina
Cinta maia;2008;13+; Drama            ;60 min;;;Lono Abdul Hamid;Ben Joshua;Revand T. Narya;Indah Ayu Putri;Nadila Ernesta
D.O. (Drop Out);2008;D; Comedy, Drama, Romance            ;86 min;5;53;Winaldha E. Melalatoa;Ben Joshua;Titi Kamal;Boyke Dian Nugraha;Dimas Aditya
Jalan Ayam;2013;13+; Short, Adventure, Comedy            ;6 min;;;Tim Barretto;Ben Mortley;Ate Hadi;Marpuah Marpuah;Ben Mortley
Magic Family;2017;13+; Comedy            ;;;;Mr. Rius;Berlando Deton;Ananda Fatturahman;Mike Lucock;Bopak Castello
X - The Last Moment;2011;13+; Action            ;84 min;;;Bambi Martantio;Billy Boedjanger;Ridho Boer;Jenny Cortez;Cinta Dewi
Garuda Power: The Spirit Within;2014;13+; Documentary, Action, History            ;77 min;7;13;Bastian Meiresonne;Billy Chong;Avent Cristy;Budi Nugroho;Barry Prima
Sapu jagad;2000;13+; Action            ;60 min;;;Advent Bangun;Billy Chong;Dede Yusuf;N/A;N/A
Duel: The Last Choice;2014;13+; Action            ;80 min;;;Billy Chong;Billy Chong;Leon Dozan;Volland Humonggio;Asep Jaya
Hi5teria;2012;13+; Horror, Mystery            ;94 min;6,4;86;Harvan Agustriansyah;Billy Christian;Adriyanto Dewo;Chairun Nissa;Nicholas Yudifar
Sanubari Jakarta;2012;13+; Drama            ;100 min;6,3;23;Lola Amaria;Billy Christian;Adriyanto Dewo;Sim F.;Aline Jusria
Emma's Little Secret;2020;SU; Drama, Fantasy, Romance            ;;;;Ranty Maria;Billy Davidson;Rayn Wijaya;Rama Michael;N/A
Kita punya bendera;2008;SU; Family            ;86 min;;;Steven Purba;Bima Anggara;Nurul Hidayati;Taufan Bahtera Ismangun;Paulus
Sembil9n;2019;13+; Horror            ;;6,8;10;Atiqah Hasiholan;Bima Azriel;Beto Kusyairy;Amerul Affendi;N/A
Petualangan Menangkap Petir;2018;TV-G; Adventure, Comedy, Drama            ;93 min;7,1;39;Kuntz Agus;Bima Azriel;Zara Leola;Fatih Unru;Abimana Aryasatya
One Fine Day;2020;13+; Short, Comedy            ;8 min;;;Domi Eka;Bintang Pamungkas;Guido Seno;N/A;N/A
Juara;2016;13+; Action            ;106 min;8,2;31;Charles Gozali;Bisma Karisma;Ciccio Manassero;Cecep Arif Rahman;Mo Sidik
Romantik Problematik;2022;17+; Drama            ;86 min;;;B.W. Purba Negara;Bisma Karisma;Lania Fira;N/A;N/A
Threatening Prayer;2022;18+; Drama            ;115 min;;;Hanung Bramantyo;Bisma Karisma;Tissa Biani Azzahra;Ikun Sri Kuncoro;Kevin Ardilova
Rokkap;2010;13+; Drama            ;103 min;;;Hendra Arifin Hutapea;Bm Joe;Ginanti Rona;Kinaryosih;Alex Abbad
BNE x PAKNUR: The Real Street Artist;2012;13+; Documentary, Short            ;8 min;;;Suridh Das-Hassan;Bne;Pak Nur;N/A;N/A
Bunda, Kisah Cinta 2 Kodi;2018;13+; Drama            ;97 min;;;Ali Eounia;Bobby Prasetyo;Acha Septriasa;Ario Bayu;Arina Hasiko Asahy Mindhisya
Amazing Blitar;2018;13+; Documentary, Short            ;4 min;5,2;20;Livi Zheng;Boediono;Imam Nahrawi;Rijanto;Agus Suhartono
From Seoul to Jakarta;2015;13+; Drama            ;120 min;;;Damien Dematra;Boim Coboy;Damien Dematra;Natasha Dematra;Roman Dman
Ngebut Kawin;2010;13+; Comedy            ;90 min;6;15;Guntur Soeharjanto;Boneng;Harry de Fretes;Wiwid Gunawan;Kadir
Jemari yang menari di atas luka-luka;2019;13+; Short, Drama            ;8 min;8,3;6;Putri Sarah Amelia;Bonita;Tara Ellena;Wani Siregar;N/A
Nussa: Bundaku;2019;SU; Animation, Short, Drama            ;16 min;;;Chrisnawan Martantion;Bony Wirasmono;Muzakki Ramdhan;Aysha Razaana Ocean Fajar;Jessy Milianty
Wa'alaikumussalam Paris;2016;13+; Comedy, Drama, Romance            ;106 min;8,8;10;Benni Setiawan;Boris Bokir;Nino Fernandez;Fransoa;Tanta Ginting
Bloodlust Beauty;2019;17+; Horror            ;116 min;5,2;111;Anggy Umbara;Bounty Umbara;Indah Permatasari;Arifin Putra;Randy Pangalila
Will;2021;13+; Drama, Thriller            ;101 min;7;10;Anggy Umbara;Bounty Umbara;Morgan Oey;Anggika Bolsterli;Onadio Leonardo
Insya Allah Sah 2;2018;13+; Action, Comedy            ;91 min;7;60;Anggy Umbara;Bounty Umbara;Pandji Pragiwaksono;Donny Alamsyah;Luna Maya
Three Days to Eternity;2007;TV-MA; Comedy, Drama            ;104 min;7,1;390;Riri Riza;Bowie Budianto;Tutie Kirana;Ringgo Agus Rahman;Nicholas Saputra
Kisah 9 wali;2014;13+; Drama, History            ;60 min;;;Atiek Nur Wahyuni;Boy Hamzah;Reza Pahlevi;Natalia Shasanti;Donny Alamsyah
Oo Nina Bobo;2014;13+; Horror            ;88 min;5,2;58;Jose Poernomo;Boy Rano;Revalina S. Temat;Daniel Topan;N/A
Laundry Show;2019;13+; Comedy, Drama            ;97 min;7,1;95;Rizki Balki;Boy William;Gisella Anastasia;Tissa Biani Azzahra;Erick Estrada
Stay with Me;2016;13+; Drama            ;107 min;6,9;18;Rudy Soedjarwo;Boy William;Ully Triani;Natasha Ratulangi;Firman Subagja
Katanya;2022;13+; Documentary            ;;9,5;10;Ben Sihombing;Boyke Dian Nugraha;Angelina Fang;Lukman Laksmana;N/A
Merdeka atau Mati!;2007;13+; Short, War            ;12 min;;;Yuda Kurniawan;Bramantyo Suryo Putro;Muhammad Nur Qomaruddin;Tukiran;N/A
Quiet Noise;2017;13+; Short, Drama, Fantasy            ;10 min;;;Agus Salim;Brandon Mulia;N/A;N/A;N/A
R: Raja, Ratu, & Rahasia;2018;13+; Drama            ;98 min;6,9;72;Findo Purwono;Brandon Salim;Aurora Ribero;Ira Wibowo;Dimas Beck
Enter the Hamster;2011;13+; Action, Comedy, Music            ;103 min;6,2;12;Paul Vorrasi;Brett Jones;Zuzanna Kamusinski;Jess Thomas-Hall;Sheree Andersen
Matchalatte 2;2018;13+; Short, Drama, Romance            ;13 min;;;Nisa Meutia;Brisia Jodie;Kevin Hendrawan;Hanggini;Gritte Agatha
Matchalatte;2018;13+; Short, Drama, Romance            ;16 min;;;Rein Maychaelson;Brisia Jodie;Kevin Hendrawan;Luthfi Aulia Ramadhan;N/A
Denting Kematian;2020;TV-MA; Horror, Mystery, Thriller            ;86 min;3,9;47;Rudy Soedjarwo;Brisia Jodie;Rangga Azof;Ayu Dyah Pasha;Sandrina Azzahra
The Letter;2016;13+; Short, Drama            ;10 min;;;Febrian Andhika;Brisman;N/A;N/A;N/A
3 Doa 3 Cinta;2008;13+; Drama            ;114 min;6,7;94;Nurman Hakim;Brohisman;Butet Kertaradjasa;Yoga Pratama;Nicholas Saputra
Love Is A Bird;2019;13+; Drama            ;85 min;;;Richard Oh;Bront Palarae;Gemilang Sinatrya;Ibel Tenny;Salvita Decorte
Cek Ombak (Melulu);2022;D17+; Drama            ;80 min;7,4;19;Suroso M.Y.S.;Bryan Domani;Hanggini;Shareefa Daanish;Hans de Kraker
Hari Ini Kenapa, Naira?;2021;13+; Drama            ;;9,2;42;Umay Shahab;Bryan Domani;Josephine Firmstone;Unique Priscilla;Prilly Latuconsina
My Ice Girl;2022;18+; Drama, Mystery, Romance            ;38 min;;;Mawar Eva de Jongh;Bryan Domani;Maria Theodore;Rafael Adwel;N/A
Sin: When Your Lover is a Sibling;2019;TV-14; Drama, Romance            ;100 min;5,8;104;Herwin Novianto;Bryan Domani;Mawar Eva de Jongh;Jerome Kurnia;Dannia Salsabila
Hantu Pohon Pisang;2022;13+; Horror            ;79 min;;;Wisnu Kuncoro;Bryan Liberty;N/A;N/A;N/A
My Generation;2017;13+; Drama            ;106 min;6,9;75;Upi Avianto;Bryan Warow;Arya Vasco;Lutesha;Alexandra Kosasie
My Journey: Mencari Mata Air;2016;SU; Adventure            ;95 min;9,4;20;Joko Nugroho;Btari Chinta;Christopher V. Warren;Cindy Celine;Celine Wahyudi
Jathilan: Trance and Possession in Java;2011;13+; Documentary, Short, History            ;27 min;;;Robert Lemelson;Budi;Hari;Jajuli;Kasidy
Ada Kamu, Aku Ada;2008;SU; Drama            ;105 min;5,3;33;Rizal Mantovani;Bunga Citra Lestari;Andhika Pratama;Rama Michael;Olivia Natalia
Saus Kacang;2008;13+; Drama            ;93 min;5,3;26;Indrayanto Kurniawan;Bunga Citra Lestari;Ashraf Sinclair;Nadia Saphira;Marsha Milan Londoh
3 Srikandi;2016;TV-PG; Biography, Drama, Sport            ;121 min;6,6;236;Iman Brotoseno;Bunga Citra Lestari;Chelsea Islan;Tara Basro;Reza Rahadian
Jilbab Traveler: Love Sparks in Korea;2016;13+; Drama, Romance            ;112 min;6;28;Guntur Soeharjanto;Bunga Citra Lestari;Morgan Oey;Giring Ganesha;Ringgo Agus Rahman
Kangen;2007;13+; Drama, Romance            ;91 min;6;18;Nayato Fio Nuala;Bunga Citra Lestari;Reuben Elishama;Reuben E. Hadju;Nino Fernandez
My Stupid Boss;2016;TV-14; Comedy            ;108 min;7,1;1,593;Upi Avianto;Bunga Citra Lestari;Reza Rahadian;Alex Abbad;Bront Palarae
Kosong;2016;13+; Short, Thriller            ;9 min;;;Allo Geaffary;Bunga Rachmawati Amir;Rachamd Amir;Fauzi Baadila;Dondi Kakkoi
Viral;2018;13+; Short, Drama            ;8 min;;;Oki Jodi;Caca Zeta;Zidny Nafian;Walma Jelena;Ricky Zakno
2 Worlds;2016;13+; Short, Sci-Fi            ;12 min;;;Christiansen Megumi Kanta;Cafalundi Brilianegoro;Yasmin Nurul Hafsanah;Michael Juan;Kevin Kristofer Kosasih
DeoNeio: Villa Massacre;2021;13+; Short, Horror            ;28 min;;;Orista Primadewa Hadiwiardjo;Cahya Puteri;Adam Putra;Stevanus Oscar;Dwipa Hamzah
DreadOut;2019;17+; Adventure, Fantasy, Horror            ;97 min;5;689;Kimo Stamboel;Caitlin Halderman;Jefri Nichol;Marsha Aruan;Ciccio Manassero
Ivanna;2022;R; Horror, Thriller            ;103 min;6,7;319;Kimo Stamboel;Caitlin Halderman;Jovarel Callum;Junior Roberts;Shandy William
Surat Cinta Untuk Starla: The Series;2017;13+; Comedy, Drama, Romance;;;;Rudi Aryanto;Caitlin Halderman;Nesia Weroza Puspa;Zsazsa Utari;Jefri Nichol
Pretty Little Liars;2020;13+; Drama, Mystery, Romance            ;45 min;7,2;282;Emil Heradi;Caitlin Halderman;Valerie Thomas;Shindy Huang;Anya Geraldine
Andini Indosiar;2010;13+; Drama            ;;;;Imel Putri Cahyati;Cali Marsal;N/A;N/A;N/A
Masa Depan Cerah 2040;2020;13+; Short, Comedy, Sci-Fi            ;18 min;;;Winner Wijaya;Callista Amadira;Bernadette Bonita;Gilbert Pattiruhu;N/A
Vina Bilang Cinta;2005;13+; Romance            ;95 min;5,2;12;Indra Yudhistira;Callista Argentina;Delon;Elmayana Sabriena;Rachel Maryam Sayidina
Jiwa Manis;2022;13+; Drama            ;22 min;;;Abdurrahman Arif;Calvin Jeremy;Farish Nahdi;Naura Hakim;Abdurrahman Arif
English Massive Kediri;2021;13+; Drama            ;;;;M. Adhiyat;Calvin Jeremy;Lita Soewardi;Cisca Becker;N/A
Selendang Rocker;2009;13+; Comedy, Music            ;89 min;5,8;15;Awi Suryadi;Candil;Saykoji;Ramzi;Edric Tjandra
Ora Srawung, Mati Suwung;2020;13+; Short, Drama            ;18 min;;;Destian Rendra Pratama;Candra Savitri Devi;Nunuk Herini;Lintang Pandu Pratiwi;Supiyah
Angling Dharma;2000;13+; Action            ;60 min;8,4;33;Anto Wijaya;Candy Satrio;Jill Carissa;Revi Mariska;Anto Wijaya
Letter from Death;2020;13+; Horror            ;86 min;5,6;15;Hestu Saputra;Carissa Perusset;Endy Arfian;Jerome Kurnia;Omara N. Esteghlal
Hijab;2015;13+; Comedy, Drama            ;100 min;6;23;Hanung Bramantyo;Carissa Putri;Zaskia Adya Mecca;Tika Bravani;Natasha Rizki
Ada Yang Berbeda?;2022;13+; Short, Drama            ;8 min;;;Raul Abraham;Catherine Lubrien;Alviani Gloria Sisti;N/A;N/A
Pengantin Pantai Biru;2010;D; Horror            ;74 min;2,6;30;Nayato Fio Nuala;Cathrine Wilson;Keith Foo;Uli Auliani;Cynthiara Alona
Misteri Hantu Selular;2011;13+; Horror            ;86 min;6,5;15;Indra Tirtana;Celine Evangelista;Boy Hamzah;Reynavenzka;Permadi Sh
Rise of the Eco-Warriors;2014;13+; Documentary, Action, Adventure            ;105 min;8,4;64;Cathy Henkel;Chai Chin;Paul Daley;Ben Dessen;Fahrani
The Hacker;2015;13+; Short, Sci-Fi            ;28 min;6,8;24;Fajri Hariyuki;Chandra Z. Airlangga;Febrian Fadli;Andi Jagger;Fatio Yosando
Hafalan Shalat Delisa;2011;TV-Y7; Drama, Family            ;102 min;6,5;150;Soni Gaokasak;Chantiq Schagerl;Reza Rahadian;Nirina Zubir;Ghina Salsabila
The Heartbreak Club;2021;TV-14; Comedy, Drama, Romance            ;101 min;6,3;202;Bagus Bramanti;Charles Gozali;Bhisma Mulia;Denira Wiraguna;Fransisca Saraswati Puspa Dewi
Merry Riana: Mimpi Sejuta Dolar;2014;TV-14; Biography, Comedy, Drama            ;105 min;6,6;200;Hestu Saputra;Chelsea Islan;Dion Wiyoko;Kimberly Ryder;Ferry Salim
Love You... Love You Not;2015;TV-14; Comedy, Drama, Romance            ;95 min;5,6;67;Sridhar Jetty;Chelsea Islan;Hamish Daud;Miller Khan;R.R. Melati Pinaring
May the Devil Take You;2018;TV-MA; Horror, Mystery, Thriller            ;110 min;5,9;4,424;Timo Tjahjanto;Chelsea Islan;Pevita Pearce;Ray Sahetapy;Karina Suwandhi
May the Devil Take You Too;2020;17+; Fantasy, Horror, Mystery            ;110 min;6;1,090;Timo Tjahjanto;Chelsea Islan;Widika Sidmore;Baskara Mahendra;Hadijah Shahab
Forever Holiday in Bali;2018;13+; Comedy, Romance            ;90 min;;;Ody C. Harahap;Cheon Doong;Caitlin Halderman;Reza Aditya;Sonia Alyssa
Dear Zefanya;2020;13+; Short, Romance            ;10 min;;;Pradhana Wibisono;Chessa Amalia;Amriza Basyari Batubara;Mayra Sava Charity;Mohammed Nabiel Harmoun
We Are Moluccans;2014;13+; Biography, Drama, Sport            ;151 min;7,9;207;Angga Dwimas Sasongko;Chicco Jerikho;Abdurrahman Arif;Jajang C. Noer;Ridho Hafiedz
Bayu Cinta Luna;2010;13+; Romance            ;60 min;7,6;5;Akbar Bhakti;Chicco Jerikho;Bunga Citra Lestari;Arie Dwi Andhika;Celine Evangelista
Bukaan 8;2017;13+; Comedy, Drama            ;104 min;7,1;119;Angga Dwimas Sasongko;Chicco Jerikho;Lala Karmela;Tio Pakusadewo;Sarah Sechan
Speak of the Devil;2017;13+; Short, Crime, Drama            ;22 min;;;Albert Suwasa;Chicco Jerikho;Marthen Mandagi;N/A;N/A
Filosofi Kopi The Series: Ben & Jody;2017;13+; Drama            ;10 min;7,6;8;Rio Dewanto;Chicco Jerikho;N/A;N/A;N/A
Ah... I'm Falling in Love;2016;13+; Drama            ;85 min;6,4;69;Garin Nugroho;Chicco Jerikho;Pevita Pearce;Nova Eliza;Annisa Hertami
The Postman and Kartini;2016;13+; Drama, History, Romance            ;118 min;7,8;29;Azhar Kinoi Lubis;Chicco Jerikho;Rania Putri Sari;Ence Bagus;Donny Damara
Ben & Jody;2022;TV-MA; Action, Adventure, Drama            ;114 min;5,4;304;Angga Dwimas Sasongko;Chicco Jerikho;Rio Dewanto;Hana Malasan;Aghniny Haque
Philosophical Cut;2022;13+; Adventure, Drama            ;30 min;7,2;10;Rio Dewanto;Chicco Jerikho;Tarra Budiman;Abdurrahman Arif;N/A
Pria;2017;13+; Short, Drama, Family            ;22 min;6,8;196;Yudho Aditya;Chicco Kurniawan;Jacob McCarthy;Gladhys Elliona Syahutari;Karlina Inawati
Kisah Carlo;2015;13+; Drama            ;;;;Putri Ayudya;Chicco Kurniawan;Jajang C. Noer;Natalius Chendana;N/A
Not for Sale;2010;13+; Drama            ;85 min;4;12;Nayato Fio Nuala;Chindy Anggrina;Arumy Bachsin;Okkie Callerista;Leylarey Lesesne
