Title;Year;Rated;Genre;Runtime (Minutes);Rating;Votes;Director;Star 1;Star 2;Star 3;Star 4
Uang Panai' Maha(r)l;2016;13+; Comedy, Drama, Romance            ;119;6,9;138;Halim Gani Safia Asril Sani;Abu;Muh. Zoel Ikram;Muhammad Ismail;Nurfadhillah
Clandestine;2022;R13+; Drama            ;60;5,7;7;Dyan Sunu Prastowo;Abun Sungkar;Dannia Salsabila;Shareefa Daanish;Tegar Satrya
99 Cahaya di Langit Eropa Part 2;2014;13+; Adventure, Drama            ;102;6,3;51;Guntur Soeharjanto;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Alex Abbad
Bulan Terbelah di Langit Amerika;2015;17+; Adventure, Drama            ;109;6;240;Rizal Mantovani;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Rianti Cartwright
Bulan Terbelah di Langit Amerika 2;2016;13+; Adventure, Drama            ;100;4,4;169;Rizal Mantovani;Acha Septriasa;Abimana Aryasatya;Nino Fernandez;Rianti Cartwright
99 Cahaya di Langit Eropa;2013;13+; Adventure, Drama            ;105;6,2;215;Guntur Soeharjanto;Acha Septriasa;Abimana Aryasatya;Raline Shah;Ghecca Tavvara
Menebus Impian;2010;13+; Drama            ;99;6,1;15;Hanung Bramantyo;Acha Septriasa;Ayu Dyah Pasha;Fedi Nuril;Ayu Diana
99 Names of Love;2019;TV-G; Drama, Family, Romance            ;106;7,8;54;Danial Rifki;Acha Septriasa;Deva Mahenra;Ira Wibowo;Donny Damara
Mumun;2022;13+; Horror            ;106;6,3;63;Rizal Mantovani;Acha Septriasa;Dimas Aditya;Mandra;Volland Volt
Love Story;2011;17+; Drama, Romance            ;96;7,4;39;Hanny Saputra;Acha Septriasa;Irwansyah;Maudy Koesnaedi;Donny Damara
Love Is Cinta;2007;17+; Drama, Fantasy, Romance            ;127;5,5;160;Hanny Saputra;Acha Septriasa;Irwansyah;Raffi Ahmad;Andhika Pratama
Layla Majnun;2021;TV-14; Drama, Romance            ;119;6,1;283;Monty Tiwa;Acha Septriasa;Reza Rahadian;Baim Wong;Dian Nitami
Hanum & Rangga;2018;13+; Drama, Romance            ;90;1,2;3542;Benni Setiawan;Acha Septriasa;Rio Dewanto;Arifin Putra;Titi Kamal
June and Kopi;2021;TV-G; Comedy, Family            ;90;6,3;574;Noviandra Santosa;Acha Septriasa;Ryan Delon;Makayla Rose Hilli;Tj Ruth
Jaga Pocong;2018;17+; Horror            ;83;5,6;226;Hadrah Daeng Ratu;Acha Septriasa;Zack Lee;Aqilla Herby;Jajang C. Noer
Taufiq: Lelaki yang Menantang Badai;2019;13+; Drama            ;115;9,6;118;Ismail Basbeth;Achmad Megantara;Aghniny Haque;Brandon Salim;Ben Kasyafani
Dewi Rindu;2021;13+; Drama, Romance            ;100;2;11;Gita Asmara;Achmad Megantara;Dylan Carr;Indah Nic;Angela Gilsha
Masa Muda;2017;R; Drama, Romance            ;48;8,8;16;Doddy Djanas;Achmad Megantara;Rangga Azof;Kevin Hillers;Febby Rastanty
Mantan;2017;13+; Drama, Romance            ;75;6,3;22;Svetlana Dea;Achmad Romie;Gandhi Fernando;Luna Maya;Citra Scholastika
What If?;2019;13+; Short, Romance            ;13;5,7;166;Kurnia Putra;Achy;Kurnia Putra;;
Imperfect: The Series;2021;TV-14; Comedy, Drama            ;25;8,3;311;Naya Anindita;Aci Resti;Neneng Wulandari;Zsazsa Utari;Kiky Saputri
Salam dari Anak-Anak Tergenang;2015;13+; Short, Documentary            ;30;1,8;159;Gilang Bayu Santoso;Adaila Nazwa Azzahra;Rani Julia Susan;Letya Ilet;Asep Rana Purwadi
Jenderal Kancil: The Movie;2012;13+; Comedy, Drama            ;85;4,8;7;Harry Suharyadi;Adam Xavier;Ersya Aurelia;Achmad Albar;M. Alief Amalfie
Aib #Cyberbully;2018;21+; Horror            ;75;5,7;34;Damita Argobie;Ade Ayu;Yuniza Icha;Harris Illano;
Pokun Roxy;2013;13+; Comedy, Horror            ;83;6,7;11;Boy Rano;Ade Nila A.;Saleh Ali;Susilo Badar;Faruq Bagay
Pintu Berkah;2017;13+; Drama            ;90;1,7;9;Sonu Samtami;Ade Setiawan;Jihan Serlina;Menco Hidayat;Elsa Syarief
Kata Maaf Terakhir;2009;13+; Drama            ;90;5,7;8;Maruli Ara;Ade Surya Akbar;Rachel Amanda;Maia Estianty;Kinaryosih
Penganten Pocong;2012;13+; Horror            ;81;9,5;30;Arie Azis;Aden Bajaj;Isa Bajaj;Melky Bajaj;Baby Gracia
Nenek Gayung;2012;13+; Comedy, Horror            ;79;5;53;Nuri Dahlia;Aden Bajaj;Isa Bajaj;Melky Bajaj;Nikita Mirzani
#Modus;2016;13+; Comedy            ;86;4,7;33;Fajar Bustomi;Adhe Dharmastriya;Andovi Da Lopez;Jovial Da Lopez;Melayu Nicole
Pulang;2021;13+; Short, Family            ;19;7,6;667;Wahyu Mika;Adhelheid Bunga W.;Bebe Gracia;Watie Wibowo;Hidayaturrahmat Al Lintawy
Two Blue Stripes;2019;TV-14; Drama, Family            ;113;7,9;1302;Gina S. Noer;Adhisty Zara;Angga Yunanda;Cut Mini Theo;Arswendy Bening Swara
Before I Met You;2022;13+; Drama, Romance            ;104;3,7;87;Angling Sagaran;Adhisty Zara;Bryan Domani;Kevin Ardilova;Agus Wibowo
Keluarga Cemara: The Series;2022;13+; Drama, Family            ;110;2,2;45;Yandy Laurens;Adhisty Zara;Kafin Sulthan;Joshia Frederico;Yasamin Jasem
Satria Garuda: Bima-X;2015;TV-Y7; Action, Adventure, Drama            ;24;8,7;35;Christian Loho;Adhitya Alkatiri;Stella Cornelia;Rayhan Febrian;
Hantu Bangku Kosong;2006;13+; Horror            ;104;5,9;77;Helfi C.H. Kardit;Adhitya Putri;Cathy Sharon;Bella Esperance;Tities Saputra
Terima Kasih Emak Terima Kasih Abah;2021;SU; Drama, Family            ;115;9;6;Dedi Setiadi;Adi Kurdi;Novia Kolopaking;Ceria Hade;Anisa Fujianti
Lurik Biru: The Perspectives;2019;SU; Short, Drama, Family            ;15;2,7;6530;Wahyu F. Riyanto;Adi Purwanto;Zainal Bahri;Sigon;Raska Hilga
The Look of Silence;2014;PG-13; Documentary, Biography, History            ;103;8,3;13055;Joshua Oppenheimer;Adi Rukun;M.Y. Basrun;Volker Hanisch;Amir Hasan
My Idiot Brother;2014;13+; Drama            ;93;8;37;Alyandra;Adilla Fitri;Donny Kusuma;Ali Mensan;Kimberly Ryder
Harvest Moon Ritual;2016;13+; Documentary, Short, History            ;6;6,6;21;Terrizqo Arief Sutansyah;Adinda Assyfa Kamalia;;;
Satu untuk Selamanya;2022;R13+; Drama            ;70;7,7;6;Dyan Sunu Prastowo;Adinda Thomas;Dimas Anggara;Megan Domani;Jessica Katharina
Metamorcactus;2022;13+; Short, Drama            ;13;9,4;6;Raul Abraham;Adinegoro Natsir;Tamara Ana Gunawan;Madeline Sinto;
Dunia Mereka;2006;13+; Drama;92;7,8;6;Lasja Fauzia;Adinia Wirasti;Christian Sugiono;Oka Antara;Ray Sahetapy
Lampor: The Flying Coffin;2019;13+; Drama, Horror, Mystery            ;95;5,3;166;Guntur Soeharjanto;Adinia Wirasti;Dion Wiyoko;Nova Eliza;Rendra Bagus Pamungkas
Susah Sinyal;2017;TV-14; Comedy, Drama, Family            ;110;7;1046;Ernest Prakasa;Adinia Wirasti;Ernest Prakasa;Aurora Ribero;Refal Hady
When Will You Get Married?;2015;TV-PG; Comedy, Romance            ;115;7,3;286;Ody C. Harahap;Adinia Wirasti;Reza Rahadian;Adi Kurdi;Ivanka Suwandi
Kamu Tidak Sendiri;2021;R13+; Drama, Thriller            ;100;4,3;7;Arwin Wardhana;Adinia Wirasti;Rio Dewanto;Ganindra Bimo;Sintya Marisca
About Someone;2005;13+; Drama            ;105;7,3;91;Rudy Soedjarwo;Adinia Wirasti;Sigi Wimala;Fauzi Baadila;Donna Agnesia
The Fugitive;2019;13+; Drama, History            ;98;4,1;61;Richard Oh;Adipati Dolken;Ayushita;Ernest Samudera;Khiva Iskak
Kambodja;2022;17+; Drama            ;75;6,8;8;Rako Prijanto;Adipati Dolken;Della Dartyan;Revaldo;Carmela van der Kruk
Akhirat: A Love Story;2021;TV-14; Drama, Fantasy, Romance            ;112;6,3;110;Jason Iskandar;Adipati Dolken;Della Dartyan;Verdi Solaiman;Windy Apsari
I You & KUA;2014;13+; Comedy, Drama, Romance            ;105;6,9;68;Monty Tiwa;Adipati Dolken;Eriska Rein;Nina Zatulini;Deva Mahenra
Kukejar Cinta ke Negeri Cina;2014;13+; Comedy, Drama, Romance            ;94;6;41;Fajar Bustomi;Adipati Dolken;Eriska Rein;Nina Zatulini;Ernest Prakasa
Hunter in the Blue Side of Manchester;2020;13+; Biography, Drama            ;90;5,6;48;Rako Prijanto;Adipati Dolken;Ganindra Bimo;Vonny Cornellya;Donny Alamsyah
Jendral Soedirman;2015;SU; Action, Biography, History            ;126;7,7;49;Viva Westi;Adipati Dolken;Ibnu Jamil;Gogot Suryanto;Angga Riyadi
An Angel Without Wings;2012;13+; Drama            ;104;7,7;86;Rako Prijanto;Adipati Dolken;Maudy Ayunda;Ikang Fawzi;Fauzan Ja'far
#FriendButMarried 2;2020;TV-14; Biography, Comedy, Drama            ;100;6,8;319;Rako Prijanto;Adipati Dolken;Mawar Eva de Jongh;Vonny Cornellya;Sari Nila
Sang Martir;2012;13+; Action, Drama            ;98;7,7;9;Helfi C.H. Kardit;Adipati Dolken;Nadine Ames;Henidar Amroe;Tio Pakusadewo
Namamu Kata Pertamaku;2018;13+; Drama            ;94;8,8;9;Syahrir Arsyad Dini;Adipati Dolken;Rania Putri Sari;Bogel Apriansyah;Syahriar Tato
#FriendsButMarried;2018;TV-14; Biography, Comedy, Drama            ;102;6,8;728;Rako Prijanto;Adipati Dolken;Vanesha Prescilla;Refal Hady;Denira Wiraguna
Hujan Bulan Juni;2017;13+; Drama, Romance            ;96;7,4;95;Hestu Saputra;Adipati Dolken;Velove Vexia;Baim Wong;Surya Saputra
Reinkarnasi;2000;13+; Action, Horror            ;95;6;12;Dede Yusuf;Adipura;Adjie Pangestu;Nathalie Widyanti;Dede Yusuf
Singa Karawang Bekasi;2003;13+; Drama, War            ;90;6,1;9;Nurul M. Berry;Adipura;Gladys Angelie;Rendy Bragi;John Honeyben
Naga Naga Naga;2022;R13+; Comedy, Drama            ;96;7,3;15;Deddy Mizwar;Adis Kayl Yurahmah;Tora Sudiro;Beby Tsabina;Deddy Mizwar
Super Didi;2016;SU; Comedy, Drama, Family            ;105;7,6;27;Hadrah Daeng Ratu;Adis Kayl Yurahmah;Vino G. Bastian;Karina Nadila;Ira Maya Sopha
The Grudge of Rell Bintaro's Soul;2013;13+; Horror            ;77;8,4;24;Wisnu Kuncoro;Adjie Pangestu;Bella Shofie;Yeyen Lydia;Pak Tarno
Fallin' in Love;2012;13+; Drama            ;95;3,8;21;Findo Purwono;Adly Fayruz;Mikha Tambayong;Boy William;Agesh Palmer
Badai di Ujung Negeri;2011;13+; Adventure            ;97;7,9;45;Agung Sentausa;Adrian Alim;Dedy Murphy Avivu;Edo Borne;H. Jojon
Maryam;2014;13+; Short, Drama            ;17;7,9;10;Sidi Saleh;Adrianto Sinaga;Rifky Sulaeman;Meyke Vierna;Damiana Widowati
Pasukan Kapiten;2012;13+; Action, Drama            ;81;7,4;7;Rudy Soedjarwo;Adrina Puteri Syarira;Bintang Panglima;Cahya R. Saputra;Andi Bersama
Doremi & You;2019;TV-G; Drama, Family, Music            ;99;7,7;62;B.W. Purba Negara;Adyla Rafa Naura Ayu;Devano Danendra;Fatih Unru;Nashwa Zahira
Naura & the Champions;2017;SU; Adventure, Drama, Family            ;103;2,4;41;Eugene Panji;Adyla Rafa Naura Ayu;Joshua Rundengan;Vickram Abdul Faqih Priyono;Andryan Bima
Bike Boyz;2019;13+; Comedy, Drama            ;95;7,7;21;Aris Nugraha;Aep Bancet;Aline Manza;Gariz Luiz;Damar Rizal
Cinta 2 Hati;2010;13+; Drama            ;100;6,5;21;Benni Setiawan;Afgansyah Reza;Olivia Lubis Jensen;Tika Putri;Deddy Mizwar
Betina;2006;13+; Drama            ;70;7;8;Lola Amaria;Agastya Kandou;Kinaryosih;Tutie Kirana;Otig Pakis
Breathe the Love;2021;13+; Short, Drama            ;11;1,6;238;Kenny Gulardi;Agatha Chelsea;Shaqueena Medina Lukman;Indra Pacique;Pipien Putri
Klub Kecanduan Mantan;2020;13+; Comedy, Drama            ;40;6,8;46;Kuntz Agus;Agatha Pricilla;Chicco Kurniawan;Andri Mashadi;Rachel Amanda
Alpha Division;2016;13+; Short, Action            ;11;8,3;69;Daniel Sie;Agga;Andrey;Firman;Marco Go
Sianida;2021;13+; Crime, Mystery, Thriller            ;40;6,9;928;Sridhar Jetty;Aghniny Haque;Jihane Almira;Rio Dewanto;Matt Williams
Kala and Senja;2019;13+; Romance            ;10;4,7;64;Jefri Nichol;Aghniny Haque;Kiki Narendra;Jefri Nichol;
Denyut;2022;13+; Short, Drama, Mystery            ;16;5,9;35;Ragiel Miftach;Agnes Naomi;Daffa Wardhana;;
9 Summers 10 Autumns;2013;SU; Biography, Drama, Family            ;117;8,2;72;Ifa Isfansyah;Agni P. Arkadewi;Ence Bagus;Hayria Faturrahman;Ade Irawan
Cookies;2014;SU; Documentary, Short, Biography            ;6;2;59;Ryan Monoarfa;Agni Pratistha;;;
Songbird: Burung Berkicau;2017;SU; Documentary, Short            ;25;6,4;47;Wisnu Surya Pratama;Agok Wijaya;Edi Sudarmono;;
Axelerate the Documentary;2017;SU; Documentary, Biography            ;45;4,6;34;Chicco Jerikho;Agung Hapsah;Jevin Julian;Naufal Abshar;Chicco Jerikho
Dear friend;2019;13+; Short, Drama, Romance            ;20;7,7;22;Agung Hapsah;Agung Hapsah;Yudhistira Udd Sondakh;Fathia Izzati;Clara Clarissa
True Heart;2013;13+; Action, Drama            ;108;7,5;10;Ismail Sofyan Sani;Agung Saga;Masayu Clara;Vira Jiansa Abidin;Rasheedz Ali
Rumah Belanda;2018;13+; Horror            ;94;5,8;30;Hedy Suryawan;Agung Udijana;Kelly Tandiono;Aida Nurmala;
Kirangan;2020;13+; Short, Drama            ;14;1,9;33;F.M. Irfan;Agus Cholid;Yahya Haryanto;Sri Utami;
Wewe;2015;13+; Horror            ;100;5,8;36;Rizal Mantovani;Agus Kuncoro;Inong Nidya Ayu;Nabilah Ratna Ayu Azalia;Khadijah Banderas
Kun fayakuun;2008;13+; Drama            ;90;6,7;16;Guntur Novaris;Agus Kuncoro;Zaskia Adya Mecca;Opick;Desy Ratnasari
Encret;2019;13+; Short, Comedy            ;22;9,6;25;Vanny Zulfa;Agym Akbar;Aisyah Aurelia;Muhammad Javo;
Sundul Gan: The Story of Kaskus;2016;D; Biography, Comedy, Drama            ;89;8,5;34;Naya Anindita;Ahmad Affandy;Pamela Bowie;Andre Bablo Fardanish;Albert Halim
Syahadat Cinta;2008;13+; Drama            ;114;7,8;15;Gunawan Paggaru;Ahmad Affandy;Ratu Annisa;Minati Atmanegara;Imel Putri Cahyati
Ji Dullah (The Great Hajj);2017;13+; Short, Comedy            ;27;7,6;18;Alif Septian;Ahmad Bachtiar;Kakak Bangga;Kuspita Sari;Rendra Sasongko
A Sleep;2022;13+; Short, Drama            ;7;3,1;22;Ahmad Fajar;Ahmad Fajar;;;
Perjalanan Pertama;2021;SU; Adventure, Drama, Family            ;112;7,4;26;Arief Malinmudo;Ahmad Tarmimi Serigar;Muzakki Ramdhan;Adinda Thomas;Randy Pangalila
Pocong vs. Kuntilanak;2008;13+; Horror            ;90;3,4;28;David Purnomo;Ahmad Zaki;Alia Rosa;Aldiansyah Taher;Ikhsan Samiaji
Uang Sampah;2020;SU; Short, Drama            ;2;7,8;5;Fadly Kurniadi;Aida Kurniadi;;;
Berlabuh (Anchoring);2020;13+; Short, Drama            ;15;8,2;9;Haris Yuliyanto;Aisah;Rijal Bagong;Sabila Ilham Bimantara;
Iqro: My Universe;2019;SU; Drama, Family, Sci-Fi            ;101;6,5;14;Iqbal Alfajri;Aisha Nurra Datau;Cok Simbara;Raihan Khan;Maudy Koesnaedi
The Table of Death;2022;13+; Short, Thriller            ;35;4,9;13;Banyu Bening;Aisha Nurra Datau;Luqman Ski;Nada Rahmah;Michael Clarence
Cinta Untuk Cinta;2021;13+; Short, Drama            ;22;7,3;12;Taka Rich;Aisyah Aqilah;Amanda Caesa;Aga Dirgantara;Grace Sugih
20:21;2021;13+; Drama            ;36;6,2;12;Debo Andryos;Aisyah Aqilah;Niniek Arum;Ilyas Bachtiar;
Singlaris;2019;13+; Short, Comedy            ;8;7,9;11;Hadafi Raihan Karim;Ajhi Sugiarto;Rosita Taringan;;
Sepatu Dahlan;2014;SU; Biography, Drama            ;98;6,3;10;Benni Setiawan;Aji Santosa;Bima Azriel;Donny Damara;Kinaryosih
Dunia Maya;2021;13+; Drama            ;45;8,2;10;Malida Dinda;Ajil Ditto;Ali Fikry;Achmad Megantara;
Healing Trip;2022;13+; Comedy, Romance            ;45;3,5;10;Gabriella Desta;Ajil Ditto;Bukie B. Mansyur;Sitha Marino;
Negeri 5 Menara;2019;13+; Drama            ;119;9,3;10;Naufal Azhar;Ajil Ditto;;;
I Love You Silly;2021;13+; Drama, Romance            ;46;8;457;Monty Tiwa;Ajil Ditto;Shenina Cinnamon;Jourdy Pranata;Prilly Latuconsina
3 Pocong Idiot;2012;13+; Comedy, Horror            ;80;4,7;30;Nayato Fio Nuala;Ajun Perwira;Joshua Suherman;Jordi Onsu;Anggie Amanda
Poconggg Juga Pocong;2011;13+; Comedy, Horror            ;78;6,1;43;Nayato Fio Nuala;Ajun Perwira;Nycta Gina;Shapira Indah;Rizky Mocil
Baracas: Barisan Anti Cinta Asmara;2017;13+; Comedy, Drama            ;92;6,1;17;Pidi Baiq;Ajun Perwira;Ringgo Agus Rahman;Budi Doremi;Tika Bravani
Kanibal - Sumanto;2004;13+; Crime, Drama, Horror            ;103;6,3;8;Christ Helweldery;Akbar;Aty Cancer;Farah Diana;Chandra Lois
Finding Srimulat;2013;13+; Comedy, Drama            ;104;7,1;47;Charles Gozali;Akbar;Fauzi Baadila;Rianti Cartwright;Djudjuk Djuariah
The Warm Blood of A Dying Man;2022;13+; Short, Drama            ;12;9,4;66;Jason Ezra Maail;Akbar Maulana;Benny Susanto;;
Penakluk Camer;2022;13+; Short, Comedy            ;12;6,5;85;Rizal Mantovani;Akmal Fadh;Aurra Kharishma;Tegar Satrya;
Dancing boy;2019;13+; Short, Drama            ;21;5,8;105;Palah Akmal;Akmalpalah;Gilang Ramadan;;
Laskar cilik;2010;SU; Drama, Musical            ;86;5,8;124;Subakti Is;Al;Arsenna;Fahmi Bo;Adinda Bonita
Dignitate;2020;17+; Drama            ;109;6;144;Fajar Nugros;Al Ghazali;Caitlin Halderman;Giorgino Abraham;Teuku Ryzki
Virgin Mom;2022;13+; Drama, Romance            ;45;6,2;12;Hadrah Daeng Ratu;Al Ghazali;Marcella Zalianty;T. Rifnu Wikana;Amanda Rawles
Villa Berdarah;2018;13+; Horror            ;90;4,3;7;Bambang Drias;Al Ghazali;Metta Permadi;Dara Rizki Ruhiana;Laura Theux
13: The Haunted;2018;13+; Horror            ;107;5,7;56;Rudy Soedjarwo;Al Ghazali;Mikha Tambayong;Valerie Thomas;Achmad Megantara
Return of the Devil's Child;2019;17+; Horror            ;84;5,3;21;Rudy Soedjarwo;Al Ghazali;Mikha Tambayong;Valerie Thomas;Achmad Megantara
Bhàko: The Golden Leaf;2019;13+; Drama            ;48;1,9;45;Alif Septian;Alan Adma;Mahrus Fauzi;Riski Nur Lailia;Uzlatus Sakinah
Dead in the Water;2015;13+; Short, Horror            ;4;4,5;70;Aria Bima;Albarezi Candera;Cep Hendra;Marvell Kairupan;Mayra Kairupan
Taring;2016;13+; Short, Horror            ;12;5;95;Christ Oscar Pelamonia;Albarezi Candera;Marvell Kairupan;Pieter Lopulalan;Joshua Matulessy
Seikat Jiwa;2018;13+; Short, Family            ;6;4,7;119;Annisa Adjam;Albert Alessandro;Liz Besoes;Acha Khalida;Lana Nurino Panuju
Battle Fever;2015;13+; Short, Action            ;19;3,1;144;Michael Purnama;Albert Cen;Rendy Fudoh;Luis Jocom;Peter Pastimoore
Denias, Singing on the Cloud;2006;TV-PG; Drama, Family            ;110;7,4;169;John de Rantau;Albert Fakdawer;Ari Sihasale;Marcella Zalianty;Mathias Muchus
Haryo;2013;13+; Short            ;14;7,7;128;Zidny Nafian;Aldhi Bibiw Suharso;Alvin Joseph Mulyaba;Titus Kristofer;
Wasangka;2018;13+; Short, Drama, History            ;18;1,9;88;Wisnu Dewa Broto;Aldhi Bibiw Suharso;;;
Rimba Kini;2018;13+; Documentary, Short, Adventure            ;18;6,7;48;Wisnu Dewa Broto;Aldhi Bibiw Suharso;;;
Kemasukan Setan;2013;13+; Horror            ;90;5,8;8;Muhammad Yusuf;Aldiansyah Taher;Vivi Sofa;Farah Diba;
Love and Edelweiss;2010;13+; Drama            ;89;6,8;6;Anto Tanjung;Aldo Banar;Meriam Bellina;Chriss Hatta;Donny Kusuma
Mooncake Story;2017;13+; Drama            ;94;6,4;16;Garin Nugroho;Aldo Swastia;Dominique Agisca Diyose;Bunga Citra Lestari;Morgan Oey
Cadet 1947;2021;TV-14; Drama, History, War            ;111;6,6;191;Rahabi Mandra;Aldo Swastia;Kevin Julio;Bisma Karisma;Marthino Lio
Cowok Bikin Pusing;2011;13+; Drama            ;86;4,4;18;Winalda E.;Alex Abad;Laudya Cynthia Bella;Marcel Chandrawinata;Julie Estelle
Joni Be Brave;2003;13+; Action, Drama, Short            ;18;5,6;24;Joko Anwar;Alex Abbad;Adrian;Eka Canting;Tia Hasibuan
Bahwa cinta itu ada;2010;13+; Drama            ;90;3,9;30;Sujiwo Tejo;Alex Abbad;Dennis Adhiswara;Eva Asmarani;Rizky Hanggono
XL: Extra Large - Antara Aku, Kau, dan Mak Erot;2008;13+; Drama            ;96;4,8;37;Monty Tiwa;Alex Abbad;Jamie Aditya;Sentot Gempur;Tutie Kirana
Virgin 3: Satu Malam Mengubah Segalanya;2011;13+; Drama            ;82;5,8;23;Nayato Fio Nuala;Alex Abbad;Raffi Ahmad;Fikri Baladraf;Irish Bella
Aku atau Dia?;2010;13+; Comedy, Romance            ;97;6,3;15;Affandi Abdul Rachman;Alex Abbad;Shara Aryo;Edo Borne;Yama Carlos
Medley;2007;13+; Drama            ;97;6,4;9;Franklin Darmadi;Alexandra Gottardo;Alex Komang;Hermann Josis Mokalu;Rachel Maryam Sayidina
Menghibur Diri: Self-Entertaining;2020;13+; Short            ;6;9,5;41;Alfa Kakauhe;Alfa Kakauhe;;;
Ingin Menunda: Would Like to Delay;2020;13+; Short            ;4;9,4;74;Alfa Kakauhe;Alfa Kakauhe;;;
Ingin Menunda: Would Like to Delay;2020;13+; Short            ;4;2,8;107;Alfa Kakauhe;Alfa Kakauhe;;;
Kampung Girang;2004;R; Comedy            ;20;7,9;140;Dorman Borisman;Ali Bustomi;Anya Dwinov;Jerio Jefry;
Warkop DKI Reborn 3;2019;13+; Adventure, Comedy            ;103;4,1;173;Rako Prijanto;Aliando Syarief;Adipati Dolken;Randy Nidji;Indro Warkop
Warkop DKI Reborn 4;2020;TV-14; Adventure, Comedy            ;103;5,2;90;Rako Prijanto;Aliando Syarief;Adipati Dolken;Randy Nidji;Indro Warkop
Asal Kau Bahagia;2018;13+; Drama, Romance            ;88;7,8;81;Rako Prijanto;Aliando Syarief;Aurora Ribero;Teuku Rasya;Dewa Dayana
Argantara;2022;13+; Action, Drama, Romance            ;95;3,1;81;Guntur Soeharjanto;Aliando Syarief;Natasha Wilona;Teuku Rasya;Fattah Syach
Bawa Aku Pulang;2021;13+; Short, Horror            ;13;6,9;82;Alifa Lubis;Alifa Lubis;Dina Amalina;Dhea Siregar;Vicky Marpaung
Heart 2 Heart;2010;13+; Drama            ;90;8,3;83;Nayato Fio Nuala;Aliff Alli;Arumy Bachsin;Irish Bella;Wulan Guritno
Onrust;2022;D17+; Horror            ;113;7,5;66;Irham Acho Bahtiar;Aliff Alli;Yoriko Angeline;Donny Damara;Erick Amaral
